product_id,name,time,source,Product Collection,Vertical Segment,Processor Number,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Intel® Thermal Velocity Boost Frequency,Performance-core Max Turbo Frequency,All Core Turbo Frequency,Performance-core Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Max CPU Configuration,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Shift Technology,Intel® Adaptive Boost Technology,Intel® Thermal Velocity Boost,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Hardware Shield Eligibility ‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Standard Manageability (ISM) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® Trusted Execution Technology ‡
242861,Intel® Core™ 3 Processor 201EF,2025-03-11 09:38:25,https://www.intel.com/content/www/us/en/products/sku/242861/intel-core-3-processor-201ef-12m-cache-up-to-4-80-ghz/specifications.html,Intel® Core™ processors (Series 2),Embedded,201EF,4,4.,0,8,4.8 GHz,4.8 GHz,4.8 GHz,4.7 GHz,3.6 GHz,12 MB,0.000 GT/s,58 W,Launched,Q1'25,No,192 GB,Up to DDR5 5600 MT/s Up to DDR4 3200 MT/s,2,Yes,4,8,1S Only,5.0 and 4.0,Up to 1x16+4 | 2x8+4,20,1.,45.0 mm x 37.5 mm,Yes,3.0,Yes,Yes,Yes,No,No,Yes,2.0,Yes,Yes,64-bit,"Intel® SSE4.2, Intel® SSE4.1, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
