product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Intel® UPI Speed,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Package Carrier,DTS Max,TCASE,Intel® Virtual RAID on CPU (Intel® VROC) Activation Options,Intel® On Demand Activation Model,Intel® Data Streaming Accelerator (DSA),Intel® Volume Management Device (VMD),Intel® Advanced Matrix Extensions (AMX),Intel® Speed Select Technology – Core Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,High Priority Cores,Intel® Resource Director Technology (Intel® RDT),Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Intel® Trust Domain Extensions (Intel® TDX),Intel® Software Guard Extensions (Intel® SGX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® Crypto Acceleration,Intel® QuickAssist Software Acceleration,Intel® Platform Firmware Resilience Support,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
237557,Intel® Xeon® Silver 4514Y Processor,2025-03-11 09:32:01,https://www.intel.com/content/www/us/en/products/sku/237557/intel-xeon-silver-4514y-processor-30m-cache-2-00-ghz/specifications.html,5th Gen Intel® Xeon® Scalable Processors,Products formerly Emerald Rapids,Server,4514Y,Intel 7,$780.00-$790.00,16,32,3.4 GHz,2 GHz,30 MB,16 GT/s,2,150 W,Launched,Q4'23,Baseline Servicing,Yes,Server/Enterprise,4 TB,Up to DDR5 4400 MT/s (1DPC & 2DPC),8,Yes,2S,5.0,80,FCLGA4677,E1B,90 °C,79,"VROC RAID1 Only, VROC Standard, VROC Premium",Yes,1 default devices,Yes,Yes,Yes,Yes,NA,Yes,Yes,2.0,Yes,Yes,Yes,"Intel® AMX, Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes,Yes with Intel® SPS,64 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
