product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Intel® Clear Video Technology,Macrovision* License Required,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
48140,Intel® Core™ i3-330E Processor,2025-03-11 09:45:14,https://www.intel.com/content/www/us/en/products/sku/48140/intel-core-i3330e-processor-3m-cache-2-13-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Arrandale,Mobile,i3-330E,32 nm,$138.00,2,4,2.13 GHz,3 MB Intel® Smart Cache,2.5 GT/s,35 W,Discontinued,Q1'10,End of Servicing Updates,Yes,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",8.79 GB,DDR3 800/1066,2,17.1 GB/s,36-bit,Yes,Intel® HD Graphics for Previous Generation Intel® Processors,500 MHz,667 MHz,Yes,Yes,Yes,No,2,2.0,"1X16, 2X8",16,BGA1288,1,"90°C for rPGA,105°C for BGA",BGA 34mmX28mm,81 mm2,382 million,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
