product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Product Brief,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Intel® Volume Management Device (VMD),Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,"# of AVX-512 FMA Units",Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Integrated Intel® QuickAssist Technology,Intel® Software Guard Extensions (Intel® SGX),Intel® Memory Protection Extensions (Intel® MPX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
136435,Intel® Xeon® D-2161I Processor,2025-03-11 09:34:42,https://www.intel.com/content/www/us/en/products/sku/136435/intel-xeon-d2161i-processor-16-5m-cache-2-20-ghz/specifications.html,Intel® Xeon® D Processor,Products formerly Skylake,Server,D-2161I,14 nm,$1103.00,12,24,3.00 GHz,2.20 GHz,16.5 MB L2 Cache,0,90 W,Launched,Q1'18,End of Servicing Updates,"Sunday, December 31, 2023",No,View now,512 GB,DDR4,2133 MHz,4,Yes,1S Only,3.0,>,32,FCBGA2518,1,Yes,No,No,2.0,Yes,Yes,Yes,64-bit,"Intel® AVX2, Intel® AVX-512",1,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
