product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Max Operating Temperature,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel vPro® Eligibility ‡,Intel® Hardware Shield Eligibility ‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Standard Manageability (ISM) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® Total Memory Encryption,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
232127,Intel® Core™ i5-1345U Processor,2025-03-11 09:39:06,https://www.intel.com/content/www/us/en/products/sku/232127/intel-core-i51345u-processor-12m-cache-up-to-4-70-ghz/specifications.html,13th Generation Intel® Core™ i5 Processors,Products formerly Raptor Lake,Mobile,i5-1345U,Intel 7,10,2,8,12,4.7 GHz,4.7 GHz,3.5 GHz,12 MB Intel® Smart Cache,15 W,55 W,12 W,Yes,Launched,Q1'23,No,View now,96 GB,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,No,Intel® Iris® Xe Graphics eligible,1.25 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",80,4096 x 2304 @ 60Hz,7680 x 4320 @ 60Hz,4096 x 2304 @ 120Hz,12.1,4.6,3.0,2,Yes,4,0xA7A1,Yes,Gen 4,Gen 3,20,FCBGA1744,1,100°C,100 °C,50mm x25mm,Yes,3.0,Yes,6.0,Yes,Yes,Yes,1.2,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Intel vPro® Enterprise,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
