product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Instruction Set,Enhanced Intel SpeedStep® Technology
37245,"Intel® Celeron® M Processor 600 MHz, 512K Cache, 400 MHz FSB",2025-03-11 09:29:32,https://www.intel.com/content/www/us/en/products/sku/37245/intel-celeron-m-processor-600-mhz-512k-cache-400-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Banias,Mobile,130 nm,1,600 MHz,512 KB L2 Cache,400 MHz,7 W,Discontinued,Q2'03,End of Servicing Lifetime,Yes,H-PBGA479,100°C,83 mm2,77 million,No,No,32-bit,Yes
