product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Supply Status,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
76158,Intel® Xeon® Processor E5-2628L v2,2025-03-11 09:36:05,https://www.intel.com/content/www/us/en/products/sku/76158/intel-xeon-processor-e52628l-v2-20m-cache-1-90-ghz/specifications.html,Intel® Xeon® Processor E5 v2 Family,Products formerly Ivy Bridge EP,Embedded,E5-2628LV2,22 nm,$1216.00,8,16,2.40 GHz,2.40 GHz,1.90 GHz,20 MB Intel® Smart Cache,7.2 GT/s,2,70 W,Discontinued,Q3'13,Discontinued,End of Servicing Lifetime,"Tuesday, June 30, 2020",Yes,Communications,768 GB,DDR3 800/1066/1333/1600,4,51.2 GB/s,46-bit,Yes,2S Only,3.0,"x4, x8, x16",40,FCLGA2011,2,92°C,52.5mm x 45mm,2.0,Yes,No,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,No,No,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
