product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
40380,Intel® Core™2 Duo Processor P8800,2025-03-11 09:45:22,https://www.intel.com/content/www/us/en/products/sku/40380/intel-core2-duo-processor-p8800-3m-cache-2-66-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,P8800,45 nm,2,2.66 GHz,3 MB L2 Cache,1066 MHz,25 W,1.00V-1.25V,Discontinued,Q2'09,End of Servicing Updates,No,"BGA479,PGA478",105°C,35mm x 35mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,No,Yes,Yes
