product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Processor Base Frequency,Cache,Processor Base Power,Maximum Turbo Power,TDP,Minimum Assured Power,Minimum Assured Frequency,Maximum Assured Power,Maximum Assured Frequency,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Functional Safety (FuSa) Documentation Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Max Operating Temperature,Intel® Time Coordinated Computing (Intel® TCC)‡,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Threat Detection Technology (TDT),Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
235075,Intel® Core™ i3-13300HRE Processor,2025-03-11 09:39:18,https://www.intel.com/content/www/us/en/products/sku/235075/intel-core-i313300hre-processor-12m-cache-up-to-4-60-ghz/specifications.html,13th Generation Intel® Core™ i3 Processors,Products formerly Raptor Lake,Embedded,i3-13300HRE,Intel 7,$345.00,8,4,4,12,4.60 GHz,4.60 GHz,3.40 GHz,2.10 GHz,12 MB Intel® Smart Cache,45 W,115 W,45 W,35 W,1.20 GHz,65 W,2.60 GHz,Launched,Q1'23,Yes,Industrial Extended Temp,Yes,View now,96 GB,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 6400 MT/s Up to LPDDR4x 4267 MT/s,2,Yes,Intel® UHD Graphics for 13th Gen Intel® Processors,1.30 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",48,4096 x 2304 @ 60Hz,7680 x 4320 @ 60Hz,4096 x 2304 @ 120Hz,12.1,4.6,3.0,1,Yes,4,0xA7A8,Yes,Gen 5,Gen 3,28,FCBGA1744,1,100°C,50 mm x 25 mm,100 °C,Yes,Yes,3.0,Yes,6.0,Yes,Yes,Yes,1.2,Yes,Yes,Yes,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
