product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27198,"Intel® Celeron® Processor 850 MHz, 128K Cache, 100 MHz FSB",2025-03-11 09:29:34,https://www.intel.com/content/www/us/en/products/sku/27198/intel-celeron-processor-850-mhz-128k-cache-100-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Coppermine,Desktop,180 nm,1,850 MHz,128 KB L2 Cache,100 MHz,No,25.7 W,"1.70V, 1.75V",Discontinued,Q1'00,End of Servicing Lifetime,Yes,32-bit,No,PPGA370,80°C,49mm x 49mm,90 mm2,28 million,No,No,No,No,32-bit,No,No,No,No,No
