product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Included Items,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
70845,Intel® Core™ i7-3970X Processor Extreme Edition,2025-03-11 09:40:30,https://www.intel.com/content/www/us/en/products/sku/70845/intel-core-i73970x-processor-extreme-edition-15m-cache-up-to-4-00-ghz/specifications.html,Intel® Core™ X-series Processors,Products formerly Sandy Bridge E,Desktop,i7-3970X,32 nm,6,12,4.00 GHz,4.00 GHz,3.50 GHz,15 MB Intel® Smart Cache,5 GT/s,150 W,Discontinued,Q4'12,End of Servicing Updates,"Tuesday, December 31, 2019",No,Please note: The boxed product does not include a fan or heat sink,View now,64.45 GB,DDR3 1066/1333/1600,4,51.2 GB/s,No,2.0,40,FCLGA2011,1,66.8°C,52.5mm x 45.0mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.2, Intel® AVX",Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
