product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
33100,Intel® Celeron® Processor 530,2025-03-11 09:29:15,https://www.intel.com/content/www/us/en/products/sku/33100/intel-celeron-processor-530-1m-cache-1-73-ghz-533-mhz-fsb-socket-p/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Merom,Mobile,530,65 nm,1,1.73 GHz,1 MB L2 Cache,533 MHz,No,27 W,0.95V-1.30V,Discontinued,Q1'07,End of Servicing Lifetime,No,"PGA478,PPGA478",100°C,100°C,35mm x 35mm,143 mm2,291 million,No,No,No,Yes,64-bit,No,No,No,No,Yes
