product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
30544,"Intel® Celeron® Processor 1.83 GHz, 1M Cache, 667 MHz FSB",2025-03-11 09:29:16,https://www.intel.com/content/www/us/en/products/sku/30544/intel-celeron-processor-1-83-ghz-1m-cache-667-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Sossaman,Desktop,65 nm,1,1.83 GHz,1 MB L2 Cache,667 MHz,No,27 W,1.1125-1.25V,Discontinued,Q1'07,End of Servicing Lifetime,No,100°C,35mm x 35mm,90 mm2,151 million,No,No,Yes,No,32-bit,Yes,Yes,No,No,Yes
