product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Instruction Replay Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
93802,Intel® Xeon® Processor E5-4628L v4,2025-03-11 09:35:14,https://www.intel.com/content/www/us/en/products/sku/93802/intel-xeon-processor-e54628l-v4-35m-cache-1-80-ghz/specifications.html,Intel® Xeon® Processor E5 v4 Family,Products formerly Broadwell,Embedded,E5-4628LV4,14 nm,$2535.00,14,28,2.20 GHz,2.20 GHz,1.80 GHz,35 MB,8 GT/s,2,75 W,Launched,Q2'16,End of Servicing Updates,"Thursday, June 30, 2022",Yes,1.5 TB,DDR4,4,68 GB/s,46-bit,Yes,4S,3.0,"x4, x8, x16",40,FCLGA2011,4,87,45mm x 52.5mm,2.0,Yes,Yes,Yes,64-bit,Intel® AVX2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
