product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,PCI Support,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Matrix Storage Technology,Intel® Identity Protection Technology ‡,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
75034,Intel® Core™ i5-4360U Processor,2025-03-11 09:43:14,https://www.intel.com/content/www/us/en/products/sku/75034/intel-core-i54360u-processor-3m-cache-up-to-3-00-ghz/specifications.html,4th Generation Intel® Core™ i5 Processors,Products formerly Haswell,Mobile,i5-4360U,22 nm,2,4,3.00 GHz,3.00 GHz,1.50 GHz,3 MB Intel® Smart Cache,5 GT/s,15 W,Discontinued,Q1'14,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,View now,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,Intel® HD Graphics 5000,200 MHz,1.10 GHz,2 GB,eDP/DP/HDMI,3280x2000@60Hz,3200x2000@60Hz,11.2/12,4.3,Yes,Yes,No,Yes,3,0xA26,No,2.0,"4x1, 2x4",12,4,3.0,4,No,No,Yes,Yes,4,FCBGA1168,1,100°C,40mm x 24mm x 1.5mm,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,9.5,Yes,No,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
