product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
97452,Intel® Celeron® Processor G3930,2025-03-11 09:28:04,https://www.intel.com/content/www/us/en/products/sku/97452/intel-celeron-processor-g3930-2m-cache-2-90-ghz/specifications.html,Intel® Celeron® Processor G Series,Products formerly Kaby Lake,Desktop,G3930,14 nm,2,2,2.90 GHz,2 MB,8 GT/s,0,51 W,Discontinued,Q1'17,End of Servicing Updates,"Sunday, March 31, 2024",No,View now,64 GB,"DDR4 2133, DDR3L 1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 610,350 MHz,1.05 GHz,64 GB,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,Yes,Yes,Yes,3,0x5902,1S Only,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,PCG 2015C (65W),100°C,37.5mm x 37.5mm,No,No,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
