product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Intel® My WiFi Technology,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡
74346,Intel® Celeron® Processor 927UE,2025-03-11 09:28:49,https://www.intel.com/content/www/us/en/products/sku/74346/intel-celeron-processor-927ue-1m-cache-1-50-ghz/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Ivy Bridge,Embedded,927UE,22 nm,1,1,1.50 GHz,1 MB Intel® Smart Cache,5 GT/s,17 W,Discontinued,Q1'13,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",16 GB,DDR3/DDR3L 1333/1600,2,25.6 GB/s,Yes,Intel® HD Graphics for 3rd Generation Intel® Processors,350 MHz,900 MHz,eDP/DP/HDMI/SDVO/CRT,No,No,No,2,2.0,"1x16, 2x8, 1x8 & 2x4",1,FCBGA1023,1,105,BGA1023 31mm x 24mm,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
