product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel® My WiFi Technology,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® Memory Protection Extensions (Intel® MPX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
97468,Intel® Xeon® Processor E3-1535M v6,2025-03-11 09:36:37,https://www.intel.com/content/www/us/en/products/sku/97468/intel-xeon-processor-e31535m-v6-8m-cache-3-10-ghz/specifications.html,Intel® Xeon® Processor E3 v6 Family,Products formerly Kaby Lake,Mobile,E3-1535MV6,14 nm,$623.00,4,8,4.20 GHz,4.20 GHz,3.10 GHz,8 MB,8 GT/s,45 W,35 W,Discontinued,Q1'17,End of Servicing Updates,"Tuesday, December 31, 2024",No,View now,64 GB,"DDR4-2400, LPDDR3-2133, DDR3L-1600",2,37.5 GB/s,Yes,Intel® HD Graphics P630,350 MHz,1.10 GHz,1.7 GB,eDP/DP/HDMI/DVI,"Yes, at 60Hz",4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,N/A,12,4.4,Yes,Yes,Yes,Yes,3,0x591D,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,Yes,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
