product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
69363,Intel® Celeron® Processor G465,2025-03-11 09:28:49,https://www.intel.com/content/www/us/en/products/sku/69363/intel-celeron-processor-g465-1-5m-cache-1-90-ghz/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Sandy Bridge,Desktop,G465,32 nm,1,2,1.90 GHz,1.5 MB Intel® Smart Cache,5 GT/s,35 W,Discontinued,Q3'12,Q3'2013,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32 GB,DDR3 1066,2,17 GB/s,Intel® HD Graphics for 2nd Generation Intel® Processors,650 MHz,1.00 GHz,No,No,Yes,No,2,2.0,FCLGA1155,1,65.5°C,37.5mm x 37.5mm,No,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
