product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
67025,Intel® Xeon® Processor E5-2428L,2025-03-11 09:36:13,https://www.intel.com/content/www/us/en/products/sku/67025/intel-xeon-processor-e52428l-15m-1-8-ghz-7-2-gts-intel-qpi/specifications.html,Intel® Xeon® Processor E5 Family,Products formerly Sandy Bridge EN,Embedded,E5-2428L,32 nm,$692.00,6,12,2.00 GHz,2.00 GHz,1.80 GHz,15 MB Intel® Smart Cache,7.2 GT/s,1,60 W,Discontinued,Q2'12,Q2'19,End of Servicing Lifetime,"Tuesday, June 30, 2020",Yes,Communications,384 GB,DDR3 800/1066/1333,3,Yes,Gen 3.0,Gen 3.0,24,FCLGA1356,2,89°C,LGA1356,2.0,Yes,Yes,64-bit,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
