product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Scenario Design Power (SDP),VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27591,Intel® Pentium® M Processor 745,2025-03-11 09:31:40,https://www.intel.com/content/www/us/en/products/sku/27591/intel-pentium-m-processor-745-2m-cache-1-80-ghz-400-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Dothan,Mobile,745,90 nm,1,1.80 GHz,2 MB L2 Cache,400 MHz,No,7.5 W,0 W,1.276V-1.34V,Discontinued,Q2'04,End of Servicing Updates,Yes,"H-PBGA479,PPGA478",100°C,35mm x 35mm,87 mm2,144 million,No,No,No,No,32-bit,No,Yes,No,No,Yes
