product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡
87720,Intel® Core™ i7-5950HQ Processor,2025-03-11 09:42:33,https://www.intel.com/content/www/us/en/products/sku/87720/intel-core-i75950hq-processor-6m-cache-up-to-3-80-ghz/specifications.html,5th Generation Intel® Core™ i7 Processors,Products formerly Broadwell,Mobile,i7-5950HQ,14 nm,4,8,3.80 GHz,3.80 GHz,2.90 GHz,6 MB,5 GT/s,47 W,Discontinued,Q2'15,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,View now,32 GB,DDR3L 1600/1866 LPDDR3 1600/1866,2,25.6 GB/s,No,Intel® Iris® Pro Graphics 6200,300 MHz,1.15 GHz,32 GB,eDP/DP/HDMI/VGA,2560x1600@60Hz,4096x2304@60Hz,11.2/12,4.3,Yes,Yes,Yes,Yes,Yes,3,0x1622,3.0,1x16 or 2x8 or 1x8 2x4,16,FCBGA1364,105°C,37.5mm x 32mm x 1.8mm,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
