product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Overall Peak TOPS (Int8),Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Cache,Total L2 Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,AI Software Frameworks Supported by CPU,CPU Lithography,Marketing Status,Launch Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,GPU Peak TOPS (Int8),Graphics Output,Xe-cores,Ray Tracing,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,AV1 Encode/Decode,VP9 Bitstream & Decoding,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Deep Learning Boost (Intel® DL Boost) on GPU,AI Software Frameworks Supported by GPU,NPU Name‡,NPU Peak TOPS (Int8),Sparsity Support,Windows Studio Effects Support,AI Software Frameworks Supported by NPU,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Intel® Thunderbolt™ 4,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel vPro® Security Eligibility‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Standard Manageability (ISM) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
242295,Intel® Core™ Ultra 5 Processor 245HX,2025-03-11 09:29:39,https://www.intel.com/content/www/us/en/products/sku/242295/intel-core-ultra-5-processor-245hx-24m-cache-up-to-5-10-ghz/specifications.html,Intel® Core™ Ultra Processors (Series 2),Products formerly Arrow Lake,Mobile,245HX,27,14,6,8,14,5.1 GHz,5.1 GHz,4.5 GHz,3.1 GHz,2.6 GHz,24 MB,26 MB,55 W,160 W,45 W,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebNN",TSMC N3B,Launched,Q1'25,No,View now,192 GB,Up to DDR5 6400 MT/s,2,Yes,Intel® Graphics,300 MHz,1.9 GHz,6,"DP2.1 UHBR20, HDM2.1 FRL 12GHz, eDP1.4b",3,Yes,4K @ 60Hz (HDMI 2.1 TMDS) 8K @ 60Hz (HDMI2.1 FRL),7680 x 4320 @ 60Hz,3840x2400 @ 120Hz,12,4.5,3,Yes,Yes,Yes,Yes,Yes,4,0x7D67,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebGPU",Intel® AI Boost,13,Yes,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebNN",4,8,Yes,1S Only,5.0 and 4.0,"Up to 1x16+2x4, 2x8+2x4, 1x8+4x4",24,FCBGA2114,105 °C,Yes,3.5,Yes,6.0,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Intel vPro® Enterprise,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
