product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Max # of UPI Links,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Volume Management Device (VMD),Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,"# of AVX-512 FMA Units",Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
126707,Intel® Xeon® W-2145 Processor,2025-03-11 09:34:20,https://www.intel.com/content/www/us/en/products/sku/126707/intel-xeon-w2145-processor-11m-cache-3-70-ghz/specifications.html,Intel® Xeon® W Processor,Products formerly Skylake,Server,W-2145,14 nm,$1113.00,8,16,4.50 GHz,3.70 GHz,11 MB,0,8 GT/s,0,140 W,Discontinued,Q3'17,End of Servicing Updates,"Sunday, December 31, 2023",No,512 GB,DDR4 1600/1866/2133/2400/2666,4,85.3 GB/s,46-bit,Yes,1S Only,3.0,"x4, x8, x16",48,FCLGA2066,1,70,45mm x 52.5mm,Yes,No,Yes,No,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes,Yes,Yes,Yes,No,Yes,Intel vPro® Platform,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
