product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Cache,Scenario Design Power (SDP),Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Graphics Base Frequency,Graphics Output,Max Refresh Rate,Max Resolution (eDP - Integrated Flat Panel)‡,OpenGL* Support,"# of Displays Supported ‡",Sockets Supported,Max Operating Temperature,Minimum Operating Temperature,Instruction Set
97134,Intel Atom® x3-C3295RK Processor,2025-03-11 09:27:31,https://www.intel.com/content/www/us/en/products/sku/97134/intel-atom-x3c3295rk-processor-1m-cache-up-to-1-1-ghz/specifications.html,Intel Atom® Processor X Series,Products formerly SoFIA 3G R,Mobile,x3-C3295RK,28 nm,4,1 MB L2 Cache,2 W,Discontinued,Q4'16,No,2 GB,1x32 LPDDR2/3 1066 2x16 DDR3L 1333,1,4.2 GB/s,600 MHz,MIPI DSI,60 Hz,up to 1920x1080,ES 2.0,1,VF2BGA361,85 °C,-40 °C,64-bit
