product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
33907,Intel® Xeon® Processor X5260,2025-03-11 09:38:01,https://www.intel.com/content/www/us/en/products/sku/33907/intel-xeon-processor-x5260-6m-cache-3-33-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Wolfdale,Server,X5260,45 nm,2,3.33 GHz,6 MB L2 Cache,1333 MHz,No,80 W,0.8500V-1.3500V,Discontinued,Q4'07,End of Servicing Lifetime,No,LGA771,66°C,37.5mm x 37.5mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes
