product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Burst Frequency,Processor Base Frequency,Cache,Scenario Design Power (SDP),Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Burst Frequency,Sockets Supported,Package Size,Intel® 64 ‡,Instruction Set,Intel® AES New Instructions,Intel® Virtualization Technology (VT-x) ‡
80271,Intel Atom® Processor Z3745D,2025-03-11 09:27:40,https://www.intel.com/content/www/us/en/products/sku/80271/intel-atom-processor-z3745d-2m-cache-up-to-1-83-ghz/specifications.html,Intel Atom® Processor Z Series,Products formerly Bay Trail,Mobile,Z3745D,22 nm,4,1.83 GHz,1.33 GHz,2 MB L2 Cache,2.2 W,Discontinued,Q1'14,End of Servicing Lifetime,No,2 GB,DDR3L-RS 1333,1,10.6 GB/s,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,311 MHz,792 MHz,UTFCBGA1380,17mm x 17mm,Yes,64-bit,Yes,Yes
