product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27114,Intel® Celeron® D Processor 330J,2025-03-11 09:29:21,https://www.intel.com/content/www/us/en/products/sku/27114/intel-celeron-d-processor-330j-256k-cache-2-66-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Prescott,Desktop,330J,90 nm,1,2.66 GHz,256 KB L2 Cache,533 MHz,No,84 W,1.250V-1.400V,Discontinued,Q4'04,End of Servicing Lifetime,No,32-bit,No,"PLGA478,PLGA775",67.7°C,37.5mm x 37.5mm,112 mm2,125 million,No,No,No,No,32-bit,Yes,No,No,No,No,Yes
