product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27584,Intel® Pentium® M Processor 725,2025-03-11 09:31:43,https://www.intel.com/content/www/us/en/products/sku/27584/intel-pentium-m-processor-725-2m-cache-1-60a-ghz-400-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Dothan,Mobile,725,90 nm,1,1.60 GHz,2 MB L2 Cache,400 MHz,No,7.5 W,0.988V-1.340V,Discontinued,Q2'04,End of Servicing Updates,No,32-bit,No,PPGA478,100°C,35mm x 35mm,87 mm2,144 million,No,No,No,No,32-bit,No,Yes,No,No,No
