product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
30702,Intel® Xeon® Processor X5365,2025-03-11 09:38:05,https://www.intel.com/content/www/us/en/products/sku/30702/intel-xeon-processor-x5365-8m-cache-3-00-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Clovertown,Server,X5365,65 nm,4,3.00 GHz,8 MB L2 Cache,1333 MHz,No,150 W,1.0000V-1.5000V,Discontinued,Q3'07,Q1'2009,End of Servicing Lifetime,No,PLGA771,63°C,37.5mm x 37.5mm,286 mm2,582 million,No,No,Yes,No,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes
