product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27097,"64-bit Intel® Xeon® Processor LV 2.80 GHz, 1M Cache, 800 MHz FSB",2025-03-11 09:38:14,https://www.intel.com/content/www/us/en/products/sku/27097/64bit-intel-xeon-processor-lv-2-80-ghz-1m-cache-800-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Nocona,Server,90 nm,1,2.80 GHz,1 MB L2 Cache,800 MHz,Yes,55 W,1.1125V-1.2000V,Discontinued,Q2'04,End of Servicing Lifetime,Yes,32-bit,No,PPGA604,86°C,42.5mm x 42.5mm,112 mm2,125 million,No,Yes,No,Yes,64-bit,Yes,No,No,No,Yes
