product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Processor Base Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Minimum Assured Frequency,Maximum Assured Power,Maximum Assured Frequency,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Max Operating Temperature,Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel vPro® Eligibility ‡,Intel® Active Management Technology (AMT) ‡,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® Total Memory Encryption,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
226055,Intel® Core™ i7-12800HE Processor,2025-03-11 09:39:34,https://www.intel.com/content/www/us/en/products/sku/226055/intel-core-i712800he-processor-24m-cache-up-to-4-60-ghz/specifications.html,12th Generation Intel® Core™ i7 Processors,Products formerly Alder Lake,Embedded,i7-12800HE,Intel 7,$460.00,14,6,8,20,4.60 GHz,3.50 GHz,2.40 GHz,2.40 GHz,24 MB Intel® Smart Cache,45 W,115 W,35 W,1.60 GHz,65 W,2.60 GHz,Launched,Q1'22,Yes,Embedded Broad Market Commercial Temp,64 GB,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s Up to LPDDR5 5200 MT/s Up to LPDDR4x 4267 MT/s,2,No,Intel® Iris® Xe Graphics eligible,1.35 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",96,4096 x 2304 @ 60Hz,7680 x 4320 @ 60Hz,4096 x 2304 @ 120Hz,12.1,4.6,3.0,2,Yes,4,0x46A6,Yes,Gen 4,Gen 3,28,FCBGA1744,1,100°C,50 mm x 25 mm,100 °C,3.0,Yes,6.0,Yes,Yes,Yes,1.2,Yes,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Intel vPro® Enterprise,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
