product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,Scenario Design Power (SDP),TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",PCI Support,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Integrated LAN,Integrated IDE,General Purpose IO,UART,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® ME Firmware Version,Intel® HD Audio Technology,Intel® Matrix Storage Technology,Intel® Identity Protection Technology ‡,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel® Smart Response Technology,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
78946,Intel® Pentium® Processor 3561Y,2025-03-11 09:30:39,https://www.intel.com/content/www/us/en/products/sku/78946/intel-pentium-processor-3561y-2m-cache-1-20-ghz/specifications.html,Intel® Pentium® Processor 3000 Series,Products formerly Haswell,Mobile,3561Y,22 nm,2,2,1.20 GHz,2 MB Intel® Smart Cache,5 GT/s,6 W,11.5 W,Discontinued,Q4'13,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,View now,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,Intel® HD Graphics for 4th Generation Intel® Processors,200 MHz,850 MHz,eDP/DP/HDMI,Yes,No,No,Yes,3,No,2.0,"4x1, 2x4",12,4,3.0,4,No,No,Yes,Yes,4,FCBGA1168,1,100°C,40mm x 24mm x 1.5mm,No,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,9.5,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
