product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
75133,Intel® Core™ i7-4930MX Processor Extreme Edition,2025-03-11 09:40:30,https://www.intel.com/content/www/us/en/products/sku/75133/intel-core-i74930mx-processor-extreme-edition-8m-cache-up-to-3-90-ghz/specifications.html,Intel® Core™ X-series Processors,Products formerly Haswell,Mobile,i7-4930MX,22 nm,4,8,3.90 GHz,3.90 GHz,3.00 GHz,8 MB Intel® Smart Cache,5 GT/s,57 W,Discontinued,Q2'13,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,View now,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,Intel® HD Graphics 4600,400 MHz,1.35 GHz,1.7 GB,eDP/DP/HDMI/VGA,Yes,Yes,Yes,Yes,3,3,"1x16, 2x8, 1x8 2x4",16,FCPGA946,1,100°C,37.5mm x 37.5mm x 4.7mm,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
