product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Overall Peak TOPS (Int8),Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Cache,Total L2 Cache,Processor Base Power,Maximum Turbo Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,AI Software Frameworks Supported by CPU,CPU Lithography,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,NPU Name‡,NPU Peak TOPS (Int8),Sparsity Support,Windows Studio Effects Support,AI Software Frameworks Supported by NPU,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,Intel® Thunderbolt™ 4,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Thermal Solution Specification,Max Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Standard Manageability (ISM) ‡,Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
241064,Intel® Core™ Ultra 7 Processor 265F,2025-03-11 09:29:41,https://www.intel.com/content/www/us/en/products/sku/241064/intel-core-ultra-7-processor-265f-30m-cache-up-to-5-30-ghz/specifications.html,Intel® Core™ Ultra Processors (Series 2),Products formerly Arrow Lake,Desktop,265F,25,$369.00-$379.00,20,8,12,20,5.3 GHz,5.3 GHz,5.2 GHz,4.6 GHz,2.4 GHz,1.8 GHz,30 MB Intel® Smart Cache,36 MB,65 W,182 W,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebNN",TSMC N3B,Launched,Q1'25,No,PC/Client/Tablet,View now,256 GB,Up to DDR5 6400 MT/s,2,Intel® AI Boost,13,Yes,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebNN",4,8,Yes,1S Only,5.0 and 4.0,"Up to 1x16+2x4, 2x8+2x4, 1x8+4x4",24,FCLGA1851,PCG 2022C,105 °C,Yes,3.5,Yes,Yes,Yes,2.0,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
