product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
42811,Intel® Pentium® Processor E6800,2025-03-11 09:31:03,https://www.intel.com/content/www/us/en/products/sku/42811/intel-pentium-processor-e6800-2m-cache-3-33-ghz-1066-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Wolfdale,Desktop,E6800,45 nm,2,3.33 GHz,2 MB Intel® Smart Cache,1066 MHz,65 W,0.8500V-1.3625V,Discontinued,Q3'10,End of Servicing Updates,No,LGA775,1,74.1°C,37.5mm X 37.5mm,82 mm2,228 million,No,No,Yes,No,Yes,64-bit,"Intel® SSE2, Intel® SSE3, Intel® SSSE3",Yes,Yes,No,Yes,No,No,Yes
