product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-up Base Frequency,Configurable TDP-up,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,PCI Express Revision,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Gaussian & Neural Accelerator,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Adaptix™ Technology,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Thermal Monitoring Technologies,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
196592,Intel® Core™ i5-1035G7 Processor,2025-03-11 09:40:52,https://www.intel.com/content/www/us/en/products/sku/196592/intel-core-i51035g7-processor-6m-cache-up-to-3-70-ghz/specifications.html,10th Generation Intel® Core™ i5 Processors,Products formerly Ice Lake,Mobile,i5-1035G7,10 nm,4,8,3.70 GHz,1.20 GHz,6 MB Intel® Smart Cache,4 GT/s,15 W,1.50 GHz,25 W,800 MHz,12 W,Discontinued,Q3'19,No,PC/Client/Tablet,View now,64 GB,"DDR4-3200, LPDDR4-3733",2,58.3 GB/s,No,Intel® Iris® Plus Graphics,300 MHz,1.05 GHz,eDP/DP/HDMI,4096 x 2304@60Hz,5120 x 3200@60Hz,5120 x 3200@60Hz,12,4.6,Yes,3,0x8A52,3.0,FCBGA1526,1,100°C,50mm x 25mm,1.0,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
