product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Cache,Bus Speed,Configurable TDP-up Base Frequency,Configurable TDP-up,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Adaptix™ Technology,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Software Guard Extensions (Intel® SGX),Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
213803,Intel® Core™ i7-11800H Processor,2025-03-11 09:40:03,https://www.intel.com/content/www/us/en/products/sku/213803/intel-core-i711800h-processor-24m-cache-up-to-4-60-ghz/specifications.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Mobile,i7-11800H,10 nm SuperFin,8,16,4.60 GHz,24 MB Intel® Smart Cache,8 GT/s,2.30 GHz,45 W,1.90 GHz,35 W,Discontinued,Q2'21,No,View now,128 GB,Up to 3200 MT/s,2,51.2 GB/s,No,Intel® UHD Graphics for 11th Gen Intel® Processors,350 MHz,1.45 GHz,"eDP 1.4b, DP 1.4, HDMI 2.0b",32,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,3.0,2,Yes,4,0x9A60,Yes,Gen 4,Gen 3,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,Yes,2.0,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
