product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Intel® UPI Speed,Max # of UPI Links,Processor Base Power,Maximum Turbo Power,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,Direct Media Interface (DMI) Revision,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Package Carrier,Max CPU Configuration,DTS Max,TCASE,Package Size,Intel® QuickAssist Technology (QAT),Intel® Dynamic Load Balancer (DLB),Intel® Data Streaming Accelerator (DSA),Intel® In-memory Analytics Accelerator (IAA),Intel® Advanced Matrix Extensions (AMX),Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Resource Director Technology (Intel® RDT),Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,"# of AVX-512 FMA Units",Enhanced Intel SpeedStep® Technology,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® QuickAssist Software Acceleration,Intel® Platform Firmware Resilience Support,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
233484,Intel® Xeon® w3-2423 Processor,2025-03-11 09:33:47,https://www.intel.com/content/www/us/en/products/sku/233484/intel-xeon-w32423-processor-15m-cache-2-10-ghz/specifications.html,Intel® Xeon® W Processor,Products formerly Sapphire Rapids,Workstation,w3-2423,Intel 7,$359.00,6,6,0,12,4.20 GHz,4.20 GHz,4.00 GHz,2.10 GHz,15 MB Intel® Smart Cache,0 GT/s,0,120 W,144 W,Launched,Q1'23,No,Workstation,2 TB,DDR5-4400 (MT/s),4400 MHz,4,No,Yes,4.0,1S Only,5.0,64,FCLGA4677,E1B,1,74 °C,62,77.5mm x 56.5mm,0 default devices,0 default devices,1 default devices,0 default devices,Yes,Yes,No,Yes,Yes,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® AMX, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",2,Yes,Intel vPro® Enterprise,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
