product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36939,Intel® Xeon® Processor E7430,2025-03-11 09:37:51,https://www.intel.com/content/www/us/en/products/sku/36939/intel-xeon-processor-e7430-12m-cache-2-13-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,E7430,45 nm,4,2.13 GHz,12 MB L2 Cache,1066 MHz,Yes,90 W,0.900V-1.450V,Discontinued,Q3'08,Q3'2011,End of Servicing Lifetime,No,PGA604,68°C,53.3mm x 53.3mm,503 mm2,1900 million,No,No,Yes,Yes,64-bit,No,No,Yes,No,Yes
