product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Sockets Supported,TCASE,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Idle States,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
48766,Intel® Xeon® Processor L5638,2025-03-11 09:37:27,https://www.intel.com/content/www/us/en/products/sku/48766/intel-xeon-processor-l5638-12m-cache-2-00-ghz-5-86-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,L5638,32 nm,6,12,2.40 GHz,2.00 GHz,12 MB,5.86 GT/s,2,60 W,Discontinued,Q1'10,End of Servicing Lifetime,Yes,Communications,"FCLGA1366,LGA1366",85°C,1.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
