product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Burst Frequency,Cache,Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,Graphics Base Frequency,Graphics Burst Frequency,"# of Displays Supported ‡","# of USB Ports",USB Revision,UART,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Smart Idle Technology,Intel® AES New Instructions,Intel® Virtualization Technology (VT-x) ‡
70100,Intel Atom® Processor Z2580,2025-03-11 09:27:42,https://www.intel.com/content/www/us/en/products/sku/70100/intel-atom-processor-z2580-1m-cache-2-00-ghz/specifications.html,Intel Atom® Processor Z Series,Products formerly Cloverview,Mobile,Z2580,32 nm,2,4,2.00 GHz,1 MB Intel® Smart Cache,Discontinued,Q2'13,No,2 GB,LPDDR2 1066,2,8.5 GB/s,32-bit,400 MHz,533 MHz,2,2,"2.0 OTG, USB-SPH 2.0",3,FC-MB4760,1,90°C,14mm x 14mm,Yes,32-bit,"Intel® SSE2, Intel® SSE3, Intel® SSSE3",Yes,Yes,Yes,Yes,No,Yes
