product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores",Total Threads,Max Turbo Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,Max # of DMI Lanes,Scalability,PCI Express Revision,Microprocessor PCIe Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Total Memory Encryption - Multi Key,Intel® Total Memory Encryption,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
236185,Intel® Xeon® E-2486 Processor,2025-03-11 09:33:23,https://www.intel.com/content/www/us/en/products/sku/236185/intel-xeon-e2486-processor-18m-cache-3-50-ghz/specifications.html,Intel® Xeon® E Processor,Products formerly Raptor Lake,Server,E-2486,Intel 7,$506.00,6,6,12,5.6 GHz,5.6 GHz,5.6 GHz,3.5 GHz,18 MB,16 GT/s,95 W,Launched,Q4'23,Baseline Servicing,No,Server/Enterprise,128 GB,DDR5-4800,2,No,Yes,8,1S Only,5,Gen 5,"Up to 1x16+1x4, 2x8+1x4",20,FCLGA1700,1,100 °C,Yes,2,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
