product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
92993,Intel® Xeon® Processor E5-2603 v4,2025-03-11 09:35:17,https://www.intel.com/content/www/us/en/products/sku/92993/intel-xeon-processor-e52603-v4-15m-cache-1-70-ghz/specifications.html,Intel® Xeon® Processor E5 v4 Family,Products formerly Broadwell,Server,E5-2603V4,14 nm,$213.00,6,6,1.70 GHz,15 MB Intel® Smart Cache,6.4 GT/s,2,85 W,Discontinued,Q1'16,End of Servicing Updates,"Thursday, June 30, 2022",No,1.5 TB,DDR4 1600/1866,4,59.7 GB/s,46-bit,Yes,2S,3.0,"x4, x8, x16",40,FCLGA2011,2,73°C,45mm x 52.5mm,No,No,Yes,Yes,64-bit,Intel® AVX2,Yes,Yes,Yes,Yes,No,No,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
