product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Cache,Processor Base Power,Minimum Assured Power,Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,USB Revision,General Purpose IO,Sockets Supported,Max CPU Configuration,TJUNCTION,Max Operating Temperature,Package Size,Intel® Gaussian & Neural Accelerator,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
241639,Intel® Core™ 3 Processor N355,2025-03-11 09:39:57,https://www.intel.com/content/www/us/en/products/sku/241639/intel-core-3-processor-n355-6m-cache-up-to-3-90-ghz/specifications.html,Intel® Core™ Processor N-series,Products formerly Twin Lake,Mobile,N355,Intel 7,8,8,3.9 GHz,6 MB Intel® Smart Cache,15 W,9 W,Launched,Q1'25,No,16 GB,DDR4 3200 MT/s DDR5 4800 MT/s LPDDR5 4800 MT/s,4800 MHz,1,No,Intel® Graphics,1.35 GHz,"eDP 1.4b, DP 1.4, HDMI 2.1, MIPI-DSI 1.3",32,"Yes, at 60Hz",4096 x 2160@60Hz,4096 x 2160@60Hz,12.1,4.6,3.0,Yes,3,0x46D3,Gen 3,9,2.0/3.2,Yes,FCBGA1264,1,105°C,105 °C,35mm x 24mm,3.0,6.0,Yes,Yes,Yes,1.2,Yes,No,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
