product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
35581,Intel® Core™2 Duo Processor T5800,2025-03-11 09:45:34,https://www.intel.com/content/www/us/en/products/sku/35581/intel-core2-duo-processor-t5800-2m-cache-2-00-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Merom,Mobile,T5800,65 nm,2,2.00 GHz,2 MB L2 Cache,800 MHz,No,35 W,1.075V-1.175V,Discontinued,Q4'08,End of Servicing Updates,No,PPGA478,85°C,35mm x 35mm,143 mm2,291 million,No,No,No,Yes,64-bit,Yes,No,No,Yes
