product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Use Conditions,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36749,Intel® Celeron® M Processor ULV 722,2025-03-11 09:29:10,https://www.intel.com/content/www/us/en/products/sku/36749/intel-celeron-m-processor-ulv-722-1m-cache-1-20-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Penryn,Mobile,722,45 nm,$161.00,PC/Client/Tablet,1,1.20 GHz,1 MB L2 Cache,800 MHz,No,5.5 W,0.775V - 1.1V,Discontinued,Q3'08,End of Servicing Lifetime,Yes,BGA956,105°C,22mm x 22mm,107 mm2,410 million,No,No,No,Yes,64-bit,Yes,No,No,No,Yes
