product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Package Size,Intel® Volume Management Device (VMD),Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Resource Director Technology (Intel® RDT),Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Enhanced Intel SpeedStep® Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
205687,Intel® Xeon® Gold 6328HL Processor,2025-03-11 09:32:36,https://www.intel.com/content/www/us/en/products/sku/205687/intel-xeon-gold-6328hl-processor-22m-cache-2-80-ghz/specifications.html,3rd Gen Intel® Xeon® Scalable Processors,Products formerly Cooper Lake,Server,6328HL,14 nm,$4779.00,16,32,4.30 GHz,2.80 GHz,22 MB,6,165 W,Launched,Q2'20,Baseline Servicing,No,4.5 TB,DDR4 RDIMM,2933 MHz,6,Yes,Yes,4S,3.0,48,FCLGA4189,77.5x56.5mm,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
