product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Max Operating Temperature,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Smart Sound Technology,Intel® High Definition Audio,MIPI SoundWire*,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Threat Detection Technology (TDT),Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
236776,Intel® Core™ 3 processor 100U,2025-03-11 09:38:24,https://www.intel.com/content/www/us/en/products/sku/236776/intel-core-3-processor-100u-10m-cache-up-to-4-70-ghz/specifications.html,Intel® Core™ processors (Series 1),Products formerly Raptor Lake,Mobile,100U,Intel 7,6,2,4,8,4.7 GHz,4.7 GHz,3.3 GHz,1.2 GHz,900 MHz,10 MB Intel® Smart Cache,15 W,55 W,12 W,Yes,Launched,Q1'24,No,96 GB,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 5200 MT/s Up to LPDDR4x 4267 MT/s,2,No,Intel® Graphics,1.25 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",64,4096 x 2304 @ 60Hz,7680 x 4320 @ 60Hz,4096 x 2304 @ 120Hz,12.1,4.6,3.0,1,Yes,4,0xA7AD,Yes,Gen 4,Gen 3,20,FCBGA1744,1,100°C,100 °C,50mm x25mm,Yes,3.0,Yes,Yes,Yes,1.2,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
