product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,Max CPU Configuration,TCASE,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
42806,Intel® Pentium® Processor E6500K,2025-03-11 09:31:14,https://www.intel.com/content/www/us/en/products/sku/42806/intel-pentium-processor-e6500k-2m-cache-2-93-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Wolfdale,Desktop,E6500K,45 nm,2,2.93 GHz,2 MB,1066 MHz,65 W,0.85V – 1.3625V,Discontinued,Q3'09,End of Servicing Updates,No,LGA775,1,74.1°C,82 mm2,228 million,No,No,Yes,No,Yes,64-bit,Yes,Yes,No,Yes,No,No,Yes
