product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,Max # of UPI Links,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Integrated LAN,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,Max CPU Configuration,TCASE,Minimum Operating Temperature,Package Size,Intel® Turbo Boost Technology ‡,Secure Boot,Intel® Hyper-Threading Technology ‡,Instruction Set,Integrated Intel® QuickAssist Technology,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
184994,Intel Atom® Processor C3336,2025-03-11 09:27:10,https://www.intel.com/content/www/us/en/products/sku/184994/intel-atom-processor-c3336-4m-cache-1-50-ghz/specifications.html,Intel Atom® Processor C Series,Products formerly Denverton,Server,C3336,14 nm,$36.75,2,2,1.50 GHz,4 MB,0,0,11 W,Launched,Q3'18,ESU Notification Issued,"Monday, June 30, 2025",Yes,128 GB,DDR4: 1866,1,Yes,3,"X2, X4, X8",10,8,3,10,2x2.5/1 GbE,10,FCBGA1310,1,89°C,0 °C,34 mm x 28 mm,No,Yes,No,64-bit,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
