product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,Macrovision* License Required,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡
55764,Intel® Celeron® Processor 847E,2025-03-11 09:29:00,https://www.intel.com/content/www/us/en/products/sku/55764/intel-celeron-processor-847e-2m-cache-1-10-ghz/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Sandy Bridge,Embedded,847E,32 nm,2,2,1.10 GHz,2 MB Intel® Smart Cache,17 W,Discontinued,Q2'11,End of Servicing Lifetime,Yes,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",16.6 GB,DDR3 1066/1333,2,21.3 GB/s,Yes,Intel® HD Graphics for 2nd Generation Intel® Processors,350 MHz,800 MHz,eDP/DP/HDMI/SDVO/CRT,No,No,No,No,No,2,2.0,"1x16, 2x8, 1x8 2x4",16,"BGA1023,FCBGA1023",100,31mm x 24mm (FCBGA1023),No,No,Yes,64-bit,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
