product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Execute Disable Bit ‡
39311,Intel® Core™2 Duo Processor T6500,2025-03-11 09:45:22,https://www.intel.com/content/www/us/en/products/sku/39311/intel-core2-duo-processor-t6500-2m-cache-2-10-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,T6500,45 nm,2,2.10 GHz,2 MB L2 Cache,800 MHz,35 W,Discontinued,Q2'09,End of Servicing Updates,No,PGA478,105°C,107 mm2,410 million,No,No,No,Yes,64-bit,Yes,Yes
