product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Use Conditions,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36500,Intel® Core™2 Duo Processor E7400,2025-03-11 09:45:33,https://www.intel.com/content/www/us/en/products/sku/36500/intel-core2-duo-processor-e7400-3m-cache-2-80-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Wolfdale,Desktop,E7400,45 nm,$110.00,PC/Client/Tablet,2,2.80 GHz,3 MB L2 Cache,1066 MHz,No,65 W,0.8500V-1.3625V,Discontinued,Q1'08,End of Servicing Lifetime,Yes,LGA775,74.1°C,37.5mm x 37.5mm,82 mm2,228 million,No,No,Yes,64-bit,Yes,Yes,No,Yes,No,No,Yes
