product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Execution Units,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,Microprocessor PCIe Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
214806,Intel® Xeon® E-2386G Processor,2025-03-11 09:33:26,https://www.intel.com/content/www/us/en/products/sku/214806/intel-xeon-e2386g-processor-12m-cache-3-50-ghz/specifications.html,Intel® Xeon® E Processor,Products formerly Rocket Lake,Server,E-2386G,14 nm,$506.00,6,12,5.10 GHz,5.10 GHz,3.50 GHz,12 MB Intel® Smart Cache,8 GT/s,95 W,Launched,Q3'21,Baseline Servicing,No,Server/Enterprise,128 GB,DDR4-3200,2,No,Yes,Intel® UHD Graphics P750,350 MHz,1.30 GHz,64 GB,32,"Yes, at 60Hz",4096 x 2160 @60 Hz,5120 x 3200 @ 60 Hz,5120 x 3200 @ 60 Hz,12.1,4.5,Yes,Yes,Yes,Yes,1,0x4C9A,1S Only,4.0,Gen 4,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,100 °C,37.5 mm x 37.5 mm,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,Intel vPro® Platform,Yes with Intel® SPS,0.5 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
