product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Description,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Optane™ Memory Supported ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
134863,Intel® Xeon® E-2126G Processor,2025-03-11 09:33:38,https://www.intel.com/content/www/us/en/products/sku/134863/intel-xeon-e2126g-processor-12m-cache-up-to-4-50-ghz/specifications.html,Intel® Xeon® E Processor,Products formerly Coffee Lake,Server,E-2126G,14 nm,$286.00,6,6,4.50 GHz,4.50 GHz,3.30 GHz,12 MB Intel® Smart Cache,8 GT/s,80 W,Discontinued,Q3'18,ESU Notification Issued,"Monday, June 30, 2025",No,Support for up to 128GB system memory capacity will be available in 2019 and requires both a BIOS update and hardware platform support. Please contact your hardware provider regarding availability for your system.,128 GB,DDR4-2666,2,41.6 GB/s,Yes,Intel® UHD Graphics P630,350 MHz,1.15 GHz,128 GB,eDP/DP/HDMI/DVI,"Yes, at 60Hz",4096x2160@24Hz,4096x2304@60Hz,4096x2304@60Hz,N/A,12,4.5,Yes,Yes,Yes,Yes,3,0x3E96,1S Only,3.0,"1x16,2x8,1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,Yes,2.0,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Intel vPro® Platform,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
