product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
47918,Intel® Xeon® Processor W3670,2025-03-11 09:37:15,https://www.intel.com/content/www/us/en/products/sku/47918/intel-xeon-processor-w3670-12m-cache-3-20-ghz-4-80-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,W3670,32 nm,6,12,3.46 GHz,3.20 GHz,12 MB Intel® Smart Cache,4.8 GT/s,1,130 W,Discontinued,Q3'10,End of Servicing Lifetime,No,24 GB,DDR3 800/1066,3,25.6 GB/s,36-bit,Yes,FCLGA1366,1,67.9°C,42.5mm X 45mm,1.0,Yes,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
