product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Scenario Design Power (SDP),VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27160,Intel® Celeron® M Processor ULV 423,2025-03-11 09:29:19,https://www.intel.com/content/www/us/en/products/sku/27160/intel-celeron-m-processor-ulv-423-1m-cache-1-06-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Yonah,Mobile,423,65 nm,1,1.06 GHz,1 MB L2 Cache,533 MHz,No,5.5 W,0 W,0.85V-1.10V,Discontinued,Q1'06,End of Servicing Lifetime,Yes,32-bit,No,PBGA479,100°C,35mm x 35mm,90 mm2,151 million,No,No,No,No,32-bit,No,No,No,No,Yes
