product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TJUNCTION,Package Size,Intel® Gaussian & Neural Accelerator,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Optane™ Memory Supported ‡,Intel® Thermal Velocity Boost,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
212048,Intel® Core™ i7-11700KF Processor,2025-03-11 09:40:05,https://www.intel.com/content/www/us/en/products/sku/212048/intel-core-i711700kf-processor-16m-cache-up-to-5-00-ghz/specifications.html,11th Generation Intel® Core™ i7 Processors,Products formerly Rocket Lake,Desktop,i7-11700KF,14 nm,$411.00-$421.00,8,16,5.00 GHz,5.00 GHz,4.90 GHz,3.60 GHz,16 MB Intel® Smart Cache,8 GT/s,125 W,3.10 GHz,95 W,Discontinued,Q1'21,No,PC/Client/Tablet,View now,128 GB,DDR4-3200,2,50 GB/s,No,1S Only,4.0,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,PCG 2019A,100°C,37.5 mm x 37.5 mm,2.0,Yes,Yes,No,Yes,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
