product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max # of Memory Channels,ECC Memory Supported ‡,PCI Express Revision,Sockets Supported,Max CPU Configuration,TCASE,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
47645,Intel® Xeon® Processor LC3528,2025-03-11 09:37:35,https://www.intel.com/content/www/us/en/products/sku/47645/intel-xeon-processor-lc3528-4m-cache-1-73-ghz/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Jasper Forest,Embedded,LC3528,45 nm,2,4,1.87 GHz,1.73 GHz,4 MB L3 Cache,2.5 GT/s,35 W,Discontinued,Q1'10,End of Servicing Lifetime,Yes,Communications,2,Yes,2.0,FCLGA1366,1,79.5°C - 94.5°C,1.0,Yes,64-bit,Yes,Yes,Yes,Yes,Yes,Yes,Yes
