product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Direct Media Interface (DMI) Revision,Max # of DMI Lanes,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Max Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel vPro® Eligibility ‡,Intel® Hardware Shield Eligibility ‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® QuickAssist Software Acceleration,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® Total Memory Encryption,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
228438,Intel® Core™ i5-12600HX Processor,2025-03-11 09:39:38,https://www.intel.com/content/www/us/en/products/sku/228438/intel-core-i512600hx-processor-18m-cache-up-to-4-60-ghz/specifications.html,12th Generation Intel® Core™ i5 Processors,Products formerly Alder Lake,Mobile,i5-12600HX,Intel 7,12,4,8,16,4.60 GHz,4.60 GHz,4.60 GHz,3.30 GHz,18 MB Intel® Smart Cache,55 W,157 W,45 W,Launched,Q2'22,No,128 GB,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s,2,76.8 GB/s,Yes,Intel® UHD Graphics for 12th Gen Intel® Processors,1.35 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",32,4096 x 2304 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12.1,4.6,3.0,2,Yes,4,0x4688,4.0,8,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCBGA1964,1,100°C,45.0 mm x 37.5 mm,100 °C,Yes,3.0,Yes,Yes,Yes,Yes,1.2,Yes,Yes,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Intel vPro® Enterprise,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
