product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Max Operating Temperature,Minimum Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® High Definition Audio,MIPI SoundWire*,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,"# of AVX-512 FMA Units",Thermal Monitoring Technologies,Intel® Software Guard Extensions (Intel® SGX),Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
217370,Intel® Celeron® 6600HE Processor,2025-03-11 09:28:31,https://www.intel.com/content/www/us/en/products/sku/217370/intel-celeron-6600he-processor-8m-cache-up-to-2-60-ghz/specifications.html,Intel® Celeron® Processor 6000 Series,Products formerly Tiger Lake,Embedded,6600HE,10 nm SuperFin,$107.00,2,2,2.60 GHz,8 MB Intel® Smart Cache,35 W,Launched,Q3'21,Yes,Embedded Broad Market Commercial Temp,128 GB,DDR4-3200,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,350 MHz,1.10 GHz,"eDP 1.4b, MIPI-DSI 2.0, DP 1.4, HDMI 2.0b",16,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,3.0,Yes,4,0x9A68,Yes,Gen 4,Gen 3,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,100 °C,0 °C,Yes,2.0,6.0,Yes,Yes,1.1,Yes,Yes,No,No,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",2,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
