product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Scenario Design Power (SDP),VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27595,Intel® Pentium® M Processor 760,2025-03-11 09:31:34,https://www.intel.com/content/www/us/en/products/sku/27595/intel-pentium-m-processor-760-2m-cache-2-00a-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Dothan,Mobile,760,90 nm,1,2.00 GHz,2 MB L2 Cache,533 MHz,No,27 W,0 W,1.260V-1.356V,Discontinued,Q2'04,End of Servicing Updates,Yes,32-bit,No,"H-PBGA479,PPGA478",100°C,35mm x 35mm,87 mm2,144 million,No,No,No,No,32-bit,No,Yes,No,No,Yes
