product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27613,Intel® Pentium® Processor Extreme Edition 840,2025-03-11 09:31:32,https://www.intel.com/content/www/us/en/products/sku/27613/intel-pentium-processor-extreme-edition-840-2m-cache-3-20-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Smithfield,Desktop,840,90 nm,2,3.20 GHz,2 MB L2 Cache,800 MHz,No,130 W,1.200-1.400V,Discontinued,Q2'05,End of Servicing Updates,No,32-bit,No,PLGA775,69.8°C,37.5mm x 37.5mm,206 mm2,230 million,No,Yes,No,No,Yes,64-bit,Yes,No,No,No,No,No,Yes
